"","country","year","vector","popvector","aidvector","percIN","percOUT","percGIVEN","percRECEIVED","percINVEST"
"41","Spain",1990,"44",4,4,1.02927595577591,0.214164485013915,0.460886633444155,0.000121097643012904,10.9604237274872
"42","Ethiopia",1990,"14",4,1,1.66439735203298,0.0889275577087537,0,50.5628602933321,0
"43","Finland",1990,"11",1,1,1.04150644017735,0.193324644420027,1.80926524579475,0.0590242465559828,2.35654721750601
"44","Fiji",1990,"11",1,1,0.0480356177243195,4.97237265757741,0,30.6013236582274,26.8797983919399
"45","France",1990,"34",4,3,0.980557966043947,0.778065547631896,1.63719169358366,0.000435880854077972,6.8004908260196
"46","Gabon",1990,"11",1,1,3.20959728816122,1.13770373707429,0,28.4676003681665,-1.13418025721392
"47","United Kingdom",1990,"44",4,4,1.15530460970005,0.802915951774805,0.965482079102117,0,8.57665387134968
"48","Ghana",1990,"11",1,1,0.277777397995387,0.0348776956384423,0,115.146703303235,7.05192173289498
"49","Guinea",1990,"11",1,1,15.7140721654098,0,0,129.156296950957,2.9719312695257
"50","Guinea-Bissau",1990,"11",1,1,0.26595140351143,2.18470225561632,0,429.156915532085,5.60333176954025
"51","Equatorial Guinea",1990,"11",1,1,3.94659783815583,0,0,239.80157340924,87.1517874480093
"52","Greece",1990,"11",1,1,4.78625042072056,0.185166079684669,0,0.0385407023684162,5.35493061755912
"53","Grenada",1990,"11",1,1,0.848513802629666,5.4327731965187,0,53.7566593844763,40.8416961249143
"54","Guatemala",1990,"11",1,1,0.006900657931875,3.95252653068221,0,30.9154203990726,5.75415418039836
"55","Guyana",1990,"11",1,1,0.29280198588886,6.77262516625433,0,262.625133397707,86.509163862464
"56","Honduras",1990,"11",1,1,0.0732966333514366,2.53540274297457,0,97.053638976342,6.71393794368668
"57","Croatia",1990,"11",1,1,6.86305439330544,3.67451882845188,0,0,0
"58","Haiti",1990,"11",1,1,0.0557767454071864,1.9472704114366,0,0,0
"59","Hungary",1990,"11",1,1,1.03638060888445,0.282360072134265,0,0,0
"60","Indonesia",1990,"13",3,1,0.0228498271582922,0.424136619986304,0,34.1368812181957,7.97526096794638
"61","India",1990,"42",2,4,0.123649759244231,0.149487519538439,0,14.0024568028661,0.646151190022885
"62","Ireland",1990,"11",1,1,2.42784949461777,2.73775503176745,0,0.0936858969575888,10.9116863486996
"63","Iraq",1990,"11",1,1,0.145727983394413,1.04246056073034,0,0.249311147777708,0.003324331041635
"64","Iceland",1990,"11",1,1,1.31933162236193,1.81888818252455,0.00029818089920547,0,0.405059880390714
"65","Israel",1990,"11",1,1,10.4072532188841,0.611974248927039,0,25.4908443896152,4.06093866751592
"66","Italy",1990,"34",4,3,0.972944983042791,0.709833206509819,1.55686770746003,0,1.5173235054305
"67","Jamaica",1990,"11",1,1,0.130773415776471,4.82344331433486,0,85.2817196317961,13.5250369077798
"68","Jordan",1990,"11",1,1,12.0892267957896,0.149830889400566,0,93.172795192754,0.860291158472408
"69","Japan",1990,"33",3,3,0.430279187611809,0.0685276475873625,1.79236570713745,0.0211258618228886,0.220815517268403
"70","Kenya",1990,"11",1,1,1.25561342934934,0.330927416941974,0,107.818407528167,2.7456051642697
"71","Cambodia",1990,"11",1,1,1.71275908950038,0,0,0,0
"72","Kuwait",1990,"11",1,1,0.44466959907365,29.6844521553968,17.3140642429906,0.235785831172746,0.298256882611602
"73","Lebanon",1990,"11",1,1,8.53656596568504,0.0399183283580323,0,12.6705956928052,0
"74","Liberia",1990,"11",1,1,1.23169353224178,14.7534068801932,0,119.017123569199,48.5327783558793
"75","Libya",1990,"11",1,1,2.45815598741275,2.93034838199817,0,0.256586095755651,1.16060648010049
"76","St. Lucia",1990,"11",1,1,0.395136778115502,3.86162975828629,0,58.898443063352,52.9102403908916
"77","Sri Lanka",1990,"11",1,1,5.26993793184214e-05,1.50552172385525,0,79.1210203698754,7.16113890241883
"78","Lesotho",1990,"11",1,1,0.0247882048206799,3.58790485836295,0,169.930908142361,10.2157917539766
"79","Luxembourg",1990,"11",1,1,6.48343590415084,1.27013225088385,0.0501572557135081,0,0
